numservers,numusers,f,messagesize,numlayers,binsize,bandwidth,latency,round,pathestablishment,roundtime
128, 75000, 0.1, 5000, 64, 22, 200, 150, 3, false, 64386317933
128, 75000, 0.1, 5000, 64, 22, 200, 150, 4, false, 65834570363
128, 100000, 0.1, 5000, 64, 26, 200, 150, 0, false, 82473115818
128, 100000, 0.1, 5000, 64, 26, 200, 150, 1, false, 75513265779
128, 100000, 0.1, 5000, 64, 26, 200, 150, 2, false, 72476585499
128, 100000, 0.1, 5000, 64, 26, 200, 150, 3, false, 75066441914
128, 100000, 0.1, 5000, 64, 26, 200, 150, 4, false, 73154309593
128, 10000, 0.1, 20000, 62, 9, 200, 150, 0, false, 75766461674
128, 10000, 0.1, 20000, 62, 9, 200, 150, 1, false, 76655076137
128, 10000, 0.1, 20000, 62, 9, 200, 150, 2, false, 73418096172
128, 10000, 0.1, 20000, 62, 9, 200, 150, 3, false, 73211453149
128, 10000, 0.1, 20000, 62, 9, 200, 150, 4, false, 75237789849
128, 25000, 0.1, 20000, 63, 14, 200, 150, 0, false, 133183633992
128, 25000, 0.1, 20000, 63, 14, 200, 150, 1, false, 115383197815
128, 25000, 0.1, 20000, 63, 14, 200, 150, 2, false, 116522800926
128, 25000, 0.1, 20000, 63, 14, 200, 150, 3, false, 113995540827
128, 25000, 0.1, 20000, 63, 14, 200, 150, 4, false, 113602886393
128, 50000, 0.1, 20000, 64, 18, 200, 150, 0, false, 199570626266
128, 50000, 0.1, 20000, 64, 18, 200, 150, 1, false, 165802905867
128, 50000, 0.1, 20000, 64, 18, 200, 150, 2, false, 165647631485
128, 50000, 0.1, 20000, 64, 18, 200, 150, 3, false, 164928807523
128, 50000, 0.1, 20000, 64, 18, 200, 150, 4, false, 163990540329
128, 75000, 0.1, 20000, 64, 22, 200, 150, 0, false, 285735033886
128, 75000, 0.1, 20000, 64, 22, 200, 150, 1, false, 218948275078
128, 75000, 0.1, 20000, 64, 22, 200, 150, 2, false, 216584680288
128, 75000, 0.1, 20000, 64, 22, 200, 150, 3, false, 214108575601
128, 75000, 0.1, 20000, 64, 22, 200, 150, 4, false, 212896916345
128, 100000, 0.1, 20000, 64, 26, 200, 150, 0, false, 391782014879
128, 100000, 0.1, 20000, 64, 26, 200, 150, 1, false, 279469507001
128, 100000, 0.1, 20000, 64, 26, 200, 150, 2, false, 274840403234
128, 100000, 0.1, 20000, 64, 26, 200, 150, 3, false, 274137126791
128, 100000, 0.1, 20000, 64, 26, 200, 150, 4, false, 273774746866
128, 10000, 0.2, 10000, 92, 9, 200, 150, 0, false, 74156091292
128, 10000, 0.2, 10000, 92, 9, 200, 150, 1, false, 74002106398
128, 10000, 0.2, 10000, 92, 9, 200, 150, 2, false, 70861501867
128, 10000, 0.2, 10000, 92, 9, 200, 150, 3, false, 70788518181
128, 10000, 0.2, 10000, 92, 9, 200, 150, 4, false, 73817693393
128, 25000, 0.2, 10000, 93, 14, 200, 150, 0, false, 114126220675
128, 25000, 0.2, 10000, 93, 14, 200, 150, 1, false, 104465704768
128, 25000, 0.2, 10000, 93, 14, 200, 150, 2, false, 107541663513
128, 25000, 0.2, 10000, 93, 14, 200, 150, 3, false, 107346064596
128, 25000, 0.2, 10000, 93, 14, 200, 150, 4, false, 107023225080
128, 50000, 0.2, 10000, 94, 18, 200, 150, 0, false, 158907439447
128, 50000, 0.2, 10000, 94, 18, 200, 150, 1, false, 151445189680
128, 50000, 0.2, 10000, 94, 18, 200, 150, 2, false, 144940514768
128, 50000, 0.2, 10000, 94, 18, 200, 150, 3, false, 145463279006
128, 50000, 0.2, 10000, 94, 18, 200, 150, 4, false, 140904388874
128, 75000, 0.2, 10000, 95, 22, 200, 150, 0, false, 227809526756
128, 75000, 0.2, 10000, 95, 22, 200, 150, 1, false, 200187667673
128, 75000, 0.2, 10000, 95, 22, 200, 150, 2, false, 203600536263
128, 75000, 0.2, 10000, 95, 22, 200, 150, 3, false, 199357638485
128, 75000, 0.2, 10000, 95, 22, 200, 150, 4, false, 201771606247
128, 100000, 0.2, 10000, 95, 26, 200, 150, 0, false, 280054674495
128, 100000, 0.2, 10000, 95, 26, 200, 150, 1, false, 249537642663
128, 100000, 0.2, 10000, 95, 26, 200, 150, 2, false, 250264444352
128, 100000, 0.2, 10000, 95, 26, 200, 150, 3, false, 245724619899
128, 100000, 0.2, 10000, 95, 26, 200, 150, 4, false, 243201142281
128, 10000, 0.2, 1000, 92, 9, 200, 150, 0, false, 31216823584
128, 10000, 0.2, 1000, 92, 9, 200, 150, 1, false, 29403324884
128, 10000, 0.2, 1000, 92, 9, 200, 150, 2, false, 29611061700
128, 10000, 0.2, 1000, 92, 9, 200, 150, 3, false, 29880393945
128, 10000, 0.2, 1000, 92, 9, 200, 150, 4, false, 29318049801
128, 25000, 0.2, 1000, 93, 14, 200, 150, 0, false, 41754910586
128, 25000, 0.2, 1000, 93, 14, 200, 150, 1, false, 41403269247
128, 25000, 0.2, 1000, 93, 14, 200, 150, 2, false, 40214238600
128, 25000, 0.2, 1000, 93, 14, 200, 150, 3, false, 40461868854
128, 25000, 0.2, 1000, 93, 14, 200, 150, 4, false, 41470525340
128, 50000, 0.2, 1000, 94, 18, 200, 150, 0, false, 50756851608
128, 50000, 0.2, 1000, 94, 18, 200, 150, 1, false, 51520304342
128, 50000, 0.2, 1000, 94, 18, 200, 150, 2, false, 51001337243
128, 50000, 0.2, 1000, 94, 18, 200, 150, 3, false, 51331397066
128, 50000, 0.2, 1000, 94, 18, 200, 150, 4, false, 51770991904
128, 75000, 0.2, 1000, 95, 22, 200, 150, 0, false, 60992277372
128, 75000, 0.2, 1000, 95, 22, 200, 150, 1, false, 62006060765
128, 75000, 0.2, 1000, 95, 22, 200, 150, 2, false, 60783116012
128, 75000, 0.2, 1000, 95, 22, 200, 150, 3, false, 60917131768
128, 75000, 0.2, 1000, 95, 22, 200, 150, 4, false, 60811663440
128, 100000, 0.2, 1000, 95, 26, 200, 150, 0, false, 69908859286
128, 100000, 0.2, 1000, 95, 26, 200, 150, 1, false, 70714457328
128, 100000, 0.2, 1000, 95, 26, 200, 150, 2, false, 69357622857
128, 100000, 0.2, 1000, 95, 26, 200, 150, 3, false, 70801118127
128, 100000, 0.2, 1000, 95, 26, 200, 150, 4, false, 70772884995
128, 10000, 0.2, 5000, 92, 9, 200, 150, 0, false, 50236302436
128, 10000, 0.2, 5000, 92, 9, 200, 150, 1, false, 49306151331
128, 10000, 0.2, 5000, 92, 9, 200, 150, 2, false, 50892708117
128, 10000, 0.2, 5000, 92, 9, 200, 150, 3, false, 49779910986
128, 10000, 0.2, 5000, 92, 9, 200, 150, 4, false, 49740320524
128, 25000, 0.2, 5000, 93, 14, 200, 150, 0, false, 71260829383
128, 25000, 0.2, 5000, 93, 14, 200, 150, 1, false, 70549342795
128, 25000, 0.2, 5000, 93, 14, 200, 150, 2, false, 70835232370
128, 25000, 0.2, 5000, 93, 14, 200, 150, 3, false, 71185357002
128, 25000, 0.2, 5000, 93, 14, 200, 150, 4, false, 72128771781
128, 50000, 0.2, 5000, 94, 18, 200, 150, 0, false, 92103817911
128, 50000, 0.2, 5000, 94, 18, 200, 150, 1, false, 88277406990
128, 50000, 0.2, 5000, 94, 18, 200, 150, 2, false, 88366499720
128, 50000, 0.2, 5000, 94, 18, 200, 150, 3, false, 89198082882
128, 50000, 0.2, 5000, 94, 18, 200, 150, 4, false, 89813351961
128, 75000, 0.2, 5000, 95, 22, 200, 150, 0, false, 112395005434
128, 75000, 0.2, 5000, 95, 22, 200, 150, 1, false, 111767511873
128, 75000, 0.2, 5000, 95, 22, 200, 150, 2, false, 113952910796
128, 75000, 0.2, 5000, 95, 22, 200, 150, 3, false, 111176775707
128, 75000, 0.2, 5000, 95, 22, 200, 150, 4, false, 109935050168
128, 100000, 0.2, 5000, 95, 26, 200, 150, 0, false, 136404631160
128, 100000, 0.2, 5000, 95, 26, 200, 150, 1, false, 132985147030
128, 100000, 0.2, 5000, 95, 26, 200, 150, 2, false, 134199908183
128, 100000, 0.2, 5000, 95, 26, 200, 150, 3, false, 132183557465
128, 100000, 0.2, 5000, 95, 26, 200, 150, 4, false, 130753448571
28, 10000, 0.2, 20000, 92, 9, 200, 150, 0, false, 119426984040
128, 10000, 0.2, 20000, 92, 9, 200, 150, 1, false, 117709695644
128, 10000, 0.2, 20000, 92, 9, 200, 150, 2, false, 117456982281
128, 10000, 0.2, 20000, 92, 9, 200, 150, 3, false, 115262460995
128, 10000, 0.2, 20000, 92, 9, 200, 150, 4, false, 115461462791
128, 25000, 0.2, 20000, 93, 14, 200, 150, 0, false, 201987601117
128, 25000, 0.2, 20000, 93, 14, 200, 150, 1, false, 189985007637
128, 25000, 0.2, 20000, 93, 14, 200, 150, 2, false, 189059948748
128, 25000, 0.2, 20000, 93, 14, 200, 150, 3, false, 187157249253
128, 25000, 0.2, 20000, 93, 14, 200, 150, 4, false, 181485134999
128, 50000, 0.2, 20000, 94, 18, 200, 150, 0, false, 320909294724
128, 50000, 0.2, 20000, 94, 18, 200, 150, 1, false, 284247916560
128, 50000, 0.2, 20000, 94, 18, 200, 150, 2, false, 283221631342
128, 50000, 0.2, 20000, 94, 18, 200, 150, 3, false, 280824315124
128, 50000, 0.2, 20000, 94, 18, 200, 150, 4, false, 283353185550
128, 75000, 0.2, 20000, 95, 22, 200, 150, 0, false, 425243316821
128, 75000, 0.2, 20000, 95, 22, 200, 150, 1, false, 374641072465
128, 75000, 0.2, 20000, 95, 22, 200, 150, 2, false, 374471121720
128, 75000, 0.2, 20000, 95, 22, 200, 150, 3, false, 369741305158
128, 75000, 0.2, 20000, 95, 22, 200, 150, 4, false, 373947573931
128, 100000, 0.2, 20000, 95, 26, 200, 150, 0, false, 596218841394
128, 100000, 0.2, 20000, 95, 26, 200, 150, 1, false, 465304648886
128, 100000, 0.2, 20000, 95, 26, 200, 150, 2, false, 447257863093
128, 100000, 0.2, 20000, 95, 26, 200, 150, 3, false, 442477707528
128, 100000, 0.2, 20000, 95, 26, 200, 150, 4, false, 441237511132
128, 10000, 0.3, 10000, 129, 9, 200, 150, 0, false, 107943724420
128, 10000, 0.3, 10000, 129, 9, 200, 150, 1, false, 108116592788
128, 10000, 0.3, 10000, 129, 9, 200, 150, 2, false, 108413838411
128, 10000, 0.3, 10000, 129, 9, 200, 150, 3, false, 108906491117
128, 10000, 0.3, 10000, 129, 9, 200, 150, 4, false, 110122642208
128, 25000, 0.3, 10000, 132, 14, 200, 150, 0, false, 173709894196
128, 25000, 0.3, 10000, 132, 14, 200, 150, 1, false, 163077154895
128, 25000, 0.3, 10000, 132, 14, 200, 150, 2, false, 164423957721
128, 25000, 0.3, 10000, 132, 14, 200, 150, 3, false, 166133902668
128, 25000, 0.3, 10000, 132, 14, 200, 150, 4, false, 165677439843
128, 50000, 0.3, 10000, 133, 18, 200, 150, 0, false, 253007088578
128, 50000, 0.3, 10000, 133, 18, 200, 150, 1, false, 222545032332
128, 50000, 0.3, 10000, 133, 18, 200, 150, 2, false, 223470263795
128, 50000, 0.3, 10000, 133, 18, 200, 150, 3, false, 220838356153
128, 50000, 0.3, 10000, 133, 18, 200, 150, 4, false, 219958910368
128, 75000, 0.3, 10000, 134, 22, 200, 150, 0, false, 316008615244
128, 75000, 0.3, 10000, 134, 22, 200, 150, 1, false, 289507103322
128, 75000, 0.3, 10000, 134, 22, 200, 150, 2, false, 283806856141
128, 75000, 0.3, 10000, 134, 22, 200, 150, 3, false, 284703978584
128, 75000, 0.3, 10000, 134, 22, 200, 150, 4, false, 290014575115
128, 100000, 0.3, 10000, 134, 26, 200, 150, 0, false, 386665592544
128, 100000, 0.3, 10000, 134, 26, 200, 150, 1, false, 353122939559
128, 100000, 0.3, 10000, 134, 26, 200, 150, 2, false, 350695108107
128, 100000, 0.3, 10000, 134, 26, 200, 150, 3, false, 348917424164
128, 100000, 0.3, 10000, 134, 26, 200, 150, 4, false, 353015170876
128, 10000, 0.3, 1000, 129, 9, 200, 150, 0, false, 49974157717
128, 10000, 0.3, 1000, 129, 9, 200, 150, 1, false, 50463632355
128, 10000, 0.3, 1000, 129, 9, 200, 150, 2, false, 50524947014
128, 10000, 0.3, 1000, 129, 9, 200, 150, 3, false, 49854421169
128, 10000, 0.3, 1000, 129, 9, 200, 150, 4, false, 48768429939
128, 25000, 0.3, 1000, 132, 14, 200, 150, 0, false, 71985708710
128, 25000, 0.3, 1000, 132, 14, 200, 150, 1, false, 72262751461
128, 25000, 0.3, 1000, 132, 14, 200, 150, 2, false, 70901213234
128, 25000, 0.3, 1000, 132, 14, 200, 150, 3, false, 73446065378
128, 25000, 0.3, 1000, 132, 14, 200, 150, 4, false, 71457466552
128, 50000, 0.3, 1000, 133, 18, 200, 150, 0, false, 87859998943
128, 50000, 0.3, 1000, 133, 18, 200, 150, 1, false, 89873022783
128, 50000, 0.3, 1000, 133, 18, 200, 150, 2, false, 88839679651
128, 50000, 0.3, 1000, 133, 18, 200, 150, 3, false, 90663265540
128, 50000, 0.3, 1000, 133, 18, 200, 150, 4, false, 89073449969
128, 75000, 0.3, 1000, 134, 22, 200, 150, 0, false, 105031207125
128, 75000, 0.3, 1000, 134, 22, 200, 150, 1, false, 104608997177
128, 75000, 0.3, 1000, 134, 22, 200, 150, 2, false, 106105534419
128, 75000, 0.3, 1000, 134, 22, 200, 150, 3, false, 104301472497
128, 75000, 0.3, 1000, 134, 22, 200, 150, 4, false, 104951836996
128, 100000, 0.3, 1000, 134, 26, 200, 150, 0, false, 122802896794
128, 100000, 0.3, 1000, 134, 26, 200, 150, 1, false, 121081887894
128, 100000, 0.3, 1000, 134, 26, 200, 150, 2, false, 123179317699
128, 100000, 0.3, 1000, 134, 26, 200, 150, 3, false, 123435429019
128, 100000, 0.3, 1000, 134, 26, 200, 150, 4, false, 119404721870
128, 10000, 0.3, 5000, 129, 9, 200, 150, 0, false, 78256840231
128, 10000, 0.3, 5000, 129, 9, 200, 150, 1, false, 76443909812
128, 10000, 0.3, 5000, 129, 9, 200, 150, 2, false, 76222570442
128, 10000, 0.3, 5000, 129, 9, 200, 150, 3, false, 76603031965
128, 10000, 0.3, 5000, 129, 9, 200, 150, 4, false, 77740189356
128, 25000, 0.3, 5000, 132, 14, 200, 150, 0, false, 113515410428
128, 25000, 0.3, 5000, 132, 14, 200, 150, 1, false, 113247676330
128, 25000, 0.3, 5000, 132, 14, 200, 150, 2, false, 114543907776
128, 25000, 0.3, 5000, 132, 14, 200, 150, 3, false, 112826929761
128, 25000, 0.3, 5000, 132, 14, 200, 150, 4, false, 111264191156
128, 50000, 0.3, 5000, 133, 18, 200, 150, 0, false, 146970394546
128, 50000, 0.3, 5000, 133, 18, 200, 150, 1, false, 140040128808
128, 50000, 0.3, 5000, 133, 18, 200, 150, 2, false, 140552684610
128, 50000, 0.3, 5000, 133, 18, 200, 150, 3, false, 143622097185
128, 50000, 0.3, 5000, 133, 18, 200, 150, 4, false, 143403438854
128, 75000, 0.3, 5000, 134, 22, 200, 150, 0, false, 188501914939
128, 75000, 0.3, 5000, 134, 22, 200, 150, 1, false, 175844780025
128, 75000, 0.3, 5000, 134, 22, 200, 150, 2, false, 175470337075
128, 75000, 0.3, 5000, 134, 22, 200, 150, 3, false, 174963110560
128, 75000, 0.3, 5000, 134, 22, 200, 150, 4, false, 172767240100
128, 100000, 0.3, 5000, 134, 26, 200, 150, 0, false, 226338556273
128, 100000, 0.3, 5000, 134, 26, 200, 150, 1, false, 214171045834
128, 100000, 0.3, 5000, 134, 26, 200, 150, 2, false, 212945127861
128, 100000, 0.3, 5000, 134, 26, 200, 150, 3, false, 213927429302
128, 100000, 0.3, 5000, 134, 26, 200, 150, 4, false, 209085248863
128, 10000, 0.3, 20000, 129, 9, 200, 150, 0, false, 173978166874
128, 10000, 0.3, 20000, 129, 9, 200, 150, 1, false, 172820414523
128, 10000, 0.3, 20000, 129, 9, 200, 150, 2, false, 176091824960
128, 10000, 0.3, 20000, 129, 9, 200, 150, 3, false, 168218951047
128, 10000, 0.3, 20000, 129, 9, 200, 150, 4, false, 172682363511
128, 25000, 0.3, 20000, 132, 14, 200, 150, 0, false, 295226352944
128, 25000, 0.3, 20000, 132, 14, 200, 150, 1, false, 282887824947
128, 25000, 0.3, 20000, 132, 14, 200, 150, 2, false, 279538209471
128, 25000, 0.3, 20000, 132, 14, 200, 150, 3, false, 276439008038
128, 25000, 0.3, 20000, 132, 14, 200, 150, 4, false, 279816492457
128, 50000, 0.3, 20000, 133, 18, 200, 150, 0, false, 427023142094
128, 50000, 0.3, 20000, 133, 18, 200, 150, 1, false, 399005373604
128, 50000, 0.3, 20000, 133, 18, 200, 150, 2, false, 396884818574
128, 50000, 0.3, 20000, 133, 18, 200, 150, 3, false, 395549683283
128, 50000, 0.3, 20000, 133, 18, 200, 150, 4, false, 391714111174
128, 75000, 0.3, 20000, 134, 22, 200, 150, 0, false, 587204373021
128, 75000, 0.3, 20000, 134, 22, 200, 150, 1, false, 511281223397
128, 75000, 0.3, 20000, 134, 22, 200, 150, 2, false, 504599066087
128, 75000, 0.3, 20000, 134, 22, 200, 150, 3, false, 510454695543
128, 75000, 0.3, 20000, 134, 22, 200, 150, 4, false, 505884546748
128, 100000, 0.3, 20000, 134, 26, 200, 150, 0, false, 787532704478
128, 100000, 0.3, 20000, 134, 26, 200, 150, 1, false, 624494632611
128, 100000, 0.3, 20000, 134, 26, 200, 150, 2, false, 608148258884
128, 100000, 0.3, 20000, 134, 26, 200, 150, 3, false, 603254491483
128, 100000, 0.3, 20000, 134, 26, 200, 150, 4, false, 606203247536
