numservers,numusers,f,messagesize,numlayers,binsize,bandwidth,latency,round,pathestablishment,roundtime
64, 2000000, 0.3, 1000, 141, 614, 200, 150, 2, false, 3257308996439
64, 2000000, 0.3, 1000, 141, 614, 200, 150, 3, false, 3336937400295
64, 2000000, 0.3, 1000, 141, 614, 200, 150, 4, false, 3389555909336
32, 2000000, 0.2, 1000, 99, 2182, 200, 150, 0, false, 3185235536710
32, 2000000, 0.2, 1000, 99, 2182, 200, 150, 1, false, 4612207775705
32, 2000000, 0.2, 1000, 99, 2182, 200, 150, 2, false, 5330793311321
32, 2000000, 0.2, 1000, 99, 2182, 200, 150, 3, false, 5734421299012
32, 2000000, 0.2, 1000, 99, 2182, 200, 150, 4, false, 5904759186325
32, 2000000, 0.1, 1000, 67, 2182, 200, 150, 0, false, 1525438471895
32, 2000000, 0.1, 1000, 67, 2182, 200, 150, 1, false, 2129510119350
32, 2000000, 0.1, 1000, 67, 2182, 200, 150, 2, false, 2305786771461
32, 2000000, 0.1, 1000, 67, 2182, 200, 150, 3, false, 2473968867965
32, 2000000, 0.1, 1000, 67, 2182, 200, 150, 4, false, 2523893550258
