numservers,numusers,f,messagesize,numlayers,binsize,bandwidth,latency,round,pathestablishment,roundtime
128, 25000, 0.2, 10000, 93, 14, 100, 150, 4, false, 200850426476
128, 50000, 0.2, 10000, 94, 18, 100, 150, 0, false, 281552077135
128, 50000, 0.2, 10000, 94, 18, 100, 150, 1, false, 265769792929
128, 50000, 0.2, 10000, 94, 18, 100, 150, 2, false, 265000509699
128, 50000, 0.2, 10000, 94, 18, 100, 150, 3, false, 264459204624
128, 50000, 0.2, 10000, 94, 18, 100, 150, 4, false, 265757781593
128, 75000, 0.2, 10000, 95, 22, 100, 150, 0, false, 380754737591
128, 75000, 0.2, 10000, 95, 22, 100, 150, 1, false, 350846105698
128, 75000, 0.2, 10000, 95, 22, 100, 150, 2, false, 358732205646
128, 75000, 0.2, 10000, 95, 22, 100, 150, 3, false, 347412252775
128, 75000, 0.2, 10000, 95, 22, 100, 150, 4, false, 343318853077
128, 100000, 0.2, 10000, 95, 26, 100, 150, 0, false, 461616111543
128, 100000, 0.2, 10000, 95, 26, 100, 150, 1, false, 411873661755
128, 100000, 0.2, 10000, 95, 26, 100, 150, 2, false, 414385075050
128, 100000, 0.2, 10000, 95, 26, 100, 150, 3, false, 410725871690
128, 100000, 0.2, 10000, 95, 26, 100, 150, 4, false, 410953530405
128, 10000, 0.2, 10000, 92, 9, 250, 0, 0, false, 251442417323
128, 10000, 0.2, 10000, 92, 9, 250, 0, 1, false, 91655664216
128, 10000, 0.2, 10000, 92, 9, 250, 0, 2, false, 81561627648
128, 10000, 0.2, 10000, 92, 9, 250, 0, 3, false, 77349463961
128, 10000, 0.2, 10000, 92, 9, 250, 0, 4, false, 78876816417
128, 10000, 0.2, 10000, 92, 9, 250, 0, 5, false, 82227302599
128, 10000, 0.2, 10000, 92, 9, 250, 0, 6, false, 75818623607
128, 10000, 0.2, 10000, 92, 9, 250, 0, 7, false, 79638460710
128, 10000, 0.2, 10000, 92, 9, 250, 0, 8, false, 75135697213
128, 10000, 0.2, 10000, 92, 9, 250, 0, 9, false, 75269233913
128, 25000, 0.2, 10000, 93, 14, 250, 0, 0, false, 534949835139
128, 25000, 0.2, 10000, 93, 14, 250, 0, 1, false, 156617580785
128, 25000, 0.2, 10000, 93, 14, 250, 0, 2, false, 147934112886
128, 25000, 0.2, 10000, 93, 14, 250, 0, 3, false, 144471511617
128, 25000, 0.2, 10000, 93, 14, 250, 0, 4, false, 139691728977
128, 25000, 0.2, 10000, 93, 14, 250, 0, 5, false, 136176100073
128, 25000, 0.2, 10000, 93, 14, 250, 0, 6, false, 131557259554
128, 25000, 0.2, 10000, 93, 14, 250, 0, 7, false, 131118258288
128, 25000, 0.2, 10000, 93, 14, 250, 0, 8, false, 129262374971
128, 25000, 0.2, 10000, 93, 14, 250, 0, 9, false, 128344935793
128, 50000, 0.2, 10000, 94, 18, 250, 0, 0, false, 706973965061
128, 50000, 0.2, 10000, 94, 18, 250, 0, 1, false, 217766746050
128, 50000, 0.2, 10000, 94, 18, 250, 0, 2, false, 211788063760

